#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Views / Plays (Est.),Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Classification,Caption Preview
69,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@whereareyoupraveen,661818,5832458,315268,873,5.41%,47.77%,2025-11-22,https://www.instagram.com/p/DRXQBJLExcz/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (315,268 likes, ~5,832,458 views) across top creator tier",vlog 90
70,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@dhirajjjjj_,965583,5810165,314063,1076,5.41%,32.64%,2026-08-05,https://www.instagram.com/p/DbqZEqOPx4O/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (314,063 likes, ~5,810,165 views) across top creator tier",Literally every actor during movie promotions 😂
71,Tier 3: Toggle OFF + Boosted,Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@dhirajjjjj_,965583,5810165,314063,1076,5.41%,32.64%,2025-05-01,https://www.instagram.com/p/DJHLkuHojEV/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (314,063 likes, ~5,810,165 views) across top creator tier",Tag that dhokebaaz friend🥲
72,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@villupuram_vlogs,106971,5793589,313167,846,5.41%,293.55%,2026-07-26,https://www.instagram.com/p/DbQdJjFiETt/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (313,167 likes, ~5,793,589 views) across top creator tier","ஜூலை 29 Full Moon SALE ! AC, TV, Fridge, Mobile எல்லாமே UPTO 70% OFF"
73,Tier 3: Toggle OFF + Boosted,Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@saikat_ishan_,786792,5453559,294787,2312,5.41%,37.76%,2026-07-06,https://www.instagram.com/p/DaceaN5vR80/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (294,787 likes, ~5,453,559 views) across top creator tier",Who gives the final approval before you buy a laptop at home? 😄
74,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@kichu_sowmi,300022,5388476,291269,1524,5.41%,97.59%,2026-07-16,https://www.instagram.com/p/Da3Boy6NY_s/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (291,269 likes, ~5,388,476 views) across top creator tier",Oppo Days are here @sathya.retail
75,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@kichu_sowmi,300022,5388476,291269,1524,5.41%,97.59%,2025-07-05,https://www.instagram.com/p/DLunCV2I-bo/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (291,269 likes, ~5,388,476 views) across top creator tier",Krishnaveni..😍
76,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@ankur_agarwal_vines,2415373,5326002,287892,2309,5.41%,12.01%,2026-02-16,https://www.instagram.com/p/DU0sE8xjJBB/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (287,892 likes, ~5,326,002 views) across top creator tier",Mumbai vs Delhi toh never ending debate…par Jija vs Jija - aaj final decision hoga
77,Tier 3: Toggle OFF + Boosted,Pai International,Karnataka & Telangana (HQ: Bengaluru),@street.comic,262578,5304856,286749,820,5.41%,109.52%,2025-11-20,https://www.instagram.com/p/DRRwJJ5Ebl6/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (286,749 likes, ~5,304,856 views) across top creator tier",Came to the Pai Mega Draw to show what prizes customers might win
78,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@sanjkayy,950904,5262639,284467,651,5.41%,29.98%,2025-09-20,https://www.instagram.com/p/DO05vO0kZgx/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (284,467 likes, ~5,262,639 views) across top creator tier","The all-new OPPO F31 Series has officially launched at @sathya.retail ! With a massive 7000mAh battery and IP68, IP69, IP66 dust & water resistance, t"
79,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mukesh__dm,228229,5210543,281651,1999,5.41%,124.28%,2026-02-20,https://www.instagram.com/p/DU-zHuukmv2/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (281,651 likes, ~5,210,543 views) across top creator tier",Tag eah 😂 | kovam matum dha 💯
80,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mukesh__dm,228229,5210543,281651,1999,5.41%,124.28%,2025-12-04,https://www.instagram.com/p/DR1HcO-EqU6/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (281,651 likes, ~5,210,543 views) across top creator tier",Tagg eahh 😂
81,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@khan_harshath_khan,2015465,5074272,274285,447,5.41%,13.63%,2025-05-26,https://www.instagram.com/p/DKHmsYDiuTx/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (274,285 likes, ~5,074,272 views) across top creator tier","Enga discount oh, anga na iruppen 😂 tag that guy"
82,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@khan_harshath_khan,2015465,5074272,274285,447,5.41%,13.63%,2025-03-27,https://www.instagram.com/p/DHtNF8di4uY/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (274,285 likes, ~5,074,272 views) across top creator tier",Trending song in namma version 🤣 Sathya Year end Sale
83,Tier 3: Toggle OFF + Boosted,Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@raghav_sharmaaaaa,286750,4958351,268019,1595,5.41%,94.02%,2025-05-23,https://www.instagram.com/p/DJ_OSS5vti4/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (268,019 likes, ~4,958,351 views) across top creator tier","Salary milte hi ameeron jaisa lagne lagta haii, toh @Vijaysalesofficial pe shopping to banti haii"
84,Tier 3: Toggle OFF + Boosted,Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@raghav_sharmaaaaa,286750,4958351,268019,1595,5.41%,94.02%,2025-05-07,https://www.instagram.com/p/DJWuM3fPS-f/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (268,019 likes, ~4,958,351 views) across top creator tier","Inki shaadi may dimaag khapaane se achha hai, mai prompts ka jawaab dhoond lu🕵️"
85,Tier 3: Toggle OFF + Boosted,Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@techrohithofficial,122296,4834679,261334,11016,5.41%,222.70%,2026-06-29,https://www.instagram.com/p/DaKpva6z_OR/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (261,334 likes, ~4,834,679 views) across top creator tier",Looking for your next laptop? 💻
86,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@thatkushalmistry,1694282,4831774,261177,972,5.41%,15.47%,2026-01-16,https://www.instagram.com/p/DTkp6J7DdQy/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (261,177 likes, ~4,831,774 views) across top creator tier",Gujju Mom v/s Sleep? Winner is already decided!
87,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@iammanimegalai,3620897,4774757,258095,923,5.41%,7.15%,2025-08-19,https://www.instagram.com/p/DNiZmzrvWi2/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (258,095 likes, ~4,774,757 views) across top creator tier",Power that lasts all day! @sathya.retail proudly launched the stunning vivo v60 with a massive 6500 mAh battery .
88,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@covai_crush,133324,4751614,256844,412,5.41%,192.96%,2025-05-25,https://www.instagram.com/p/DKE7mGlxLhf/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (256,844 likes, ~4,751,614 views) across top creator tier",@sathya.retail Sathya super sale is happening from May 28 - 31
89,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@covai_crush,133324,4751614,256844,412,5.41%,192.96%,2025-03-12,https://www.instagram.com/p/DHF4ZHLxsSi/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (256,844 likes, ~4,751,614 views) across top creator tier",Sathya FULL MOON LED TV SUPER SALE - Live on 14th March 2025 -Morning 9 AM To Midnight 12 AM- One Day Only -
90,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@hustlingrajan,1725783,4715779,254907,2209,5.41%,14.90%,2026-01-18,https://www.instagram.com/p/DTp7vw7jIMS/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (254,907 likes, ~4,715,779 views) across top creator tier",Girlfriend ko agar khush rakhna hai and uske what’s new ke sawal se bachna hai toh aaj hi lejao usse @croma.retail 🛍️ Deals so nice you will buy it tw
91,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@__malini_priya__,241757,4639744,250797,402,5.41%,103.91%,2026-08-08,https://www.instagram.com/p/Dbx4FrQJiAy/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (250,797 likes, ~4,639,744 views) across top creator tier",@sathya.retail vivo s2 pre-booking is now open!
92,Tier 3: Toggle OFF + Boosted,Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@masalatriptea,477776,4612050,249300,2299,5.41%,52.66%,2025-05-03,https://www.instagram.com/p/DJMEwlwy1V7/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (249,300 likes, ~4,612,050 views) across top creator tier",AI AC ❌ A1 AC ✅
93,Tier 3: Toggle OFF + Boosted,Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@masalatriptea,477776,4612050,249300,2299,5.41%,52.66%,2025-05-03,https://www.instagram.com/p/DJMEwlwy1V7/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (249,300 likes, ~4,612,050 views) across top creator tier",AI AC ❌ A1 AC ✅
94,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dinesh__.001,813366,4574384,247264,3336,5.41%,30.81%,2025-12-18,https://www.instagram.com/p/DSZ4yXak98L/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (247,264 likes, ~4,574,384 views) across top creator tier",@sathya.retail Gadget Day Sale is here!
95,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@arputhas_kitchen,570307,4559898,246481,706,5.41%,43.34%,2026-06-27,https://www.instagram.com/p/DaFtDfxy9V-/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (246,481 likes, ~4,559,898 views) across top creator tier",Mutton Kulambu
96,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@arputhas_kitchen,570307,4559898,246481,706,5.41%,43.34%,2026-01-23,https://www.instagram.com/p/DT2A75_Eodm/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (246,481 likes, ~4,559,898 views) across top creator tier",Mutton Chukka Recipe❤️
97,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@arputhas_kitchen,570307,4559898,246481,706,5.41%,43.34%,2025-12-02,https://www.instagram.com/p/DRw5glYkrAt/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (246,481 likes, ~4,559,898 views) across top creator tier",Mutton thala curry recipe
98,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@yeda_kodam,360991,4435985,239783,1934,5.41%,66.96%,2026-08-15,https://www.instagram.com/p/DcDyQ2ISQlz/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (239,783 likes, ~4,435,985 views) across top creator tier",Unexpected twist💀😂
99,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@mangaajjii,1466826,4426328,239261,1823,5.41%,16.44%,2025-08-26,https://www.instagram.com/p/DN0sDwd0iWN/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (239,261 likes, ~4,426,328 views) across top creator tier",छोट्या दाजींचा मोठा स्पीकर 💪🏼😎
100,Tier 3: Toggle OFF + Boosted,Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@mangaajjii,1466826,4426328,239261,1823,5.41%,16.44%,2026-04-05,https://www.instagram.com/p/DWwKjBPDamp/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (239,261 likes, ~4,426,328 views) across top creator tier",बायको ने ऑफर बघितली आणि दाजींचा लॉजिक हलून गेलं 🤯🛒
101,Tier 3: Toggle OFF + Boosted,Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@aadu_mayy,145771,4347999,235027,953,5.41%,161.88%,2025-08-05,https://www.instagram.com/p/DM-kDfUK8md/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (235,027 likes, ~4,347,999 views) across top creator tier",Welcome to our new series - Ghar Banake dekho Episode 1. 🏠
102,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@arunkanna404,109317,4202811,227179,472,5.41%,208.25%,2025-08-05,https://www.instagram.com/p/DM-SNQOo0LA/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (227,179 likes, ~4,202,811 views) across top creator tier","Hyderabad isn’t just a city, it’s an emotion, a celebration, a story waiting to be captured."
103,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vino_vlogs,1231412,4152251,224446,821,5.41%,18.29%,2025-09-05,https://www.instagram.com/p/DON-NFGkaJt/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (224,446 likes, ~4,152,251 views) across top creator tier","Get ready for the brightest shopping day! @sathya.retail brings you the Full Moon Sale this September 7, from 9 AM to midnight 12 AM. Shop your favori"
104,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vino_vlogs,1231412,4152251,224446,821,5.41%,18.29%,2025-02-04,https://www.instagram.com/p/DFpkkfYyPFL/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (224,446 likes, ~4,152,251 views) across top creator tier","Who's ready to shop till you drop at the @sathya.retail Gulu Gulu AC offer, grab all branded AC ! Don't miss out the special Offer ! 🎁 Let's treat our"
105,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@krishandaish,1235772,4118673,222631,1157,5.41%,18.11%,2025-08-06,https://www.instagram.com/p/DNA9nmVNice/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (222,631 likes, ~4,118,673 views) across top creator tier",Serial shooting 🤣
106,Tier 3: Toggle OFF + Boosted,Pai International,Karnataka & Telangana (HQ: Bengaluru),@mokshith_poojary_,321024,4078658,220468,2249,5.41%,69.38%,2026-03-03,https://www.instagram.com/p/DVbYd8_Afy_/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (220,468 likes, ~4,078,658 views) across top creator tier",Still can’t believe this! 🤯
107,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@maran_official_py,123786,4071813,220098,1066,5.41%,178.67%,2026-08-11,https://www.instagram.com/p/Db410RHhCqd/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (220,098 likes, ~4,071,813 views) across top creator tier",👍Seekarama prebook panidunga 😊
108,Tier 3: Toggle OFF + Boosted,Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@divyafofanii,300083,4043674,218577,937,5.41%,73.15%,2025-06-14,https://www.instagram.com/p/DK4Z9gOTj97/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (218,577 likes, ~4,043,674 views) across top creator tier",Nothing better than explaining Indian Dads “may-mays”🥰
109,Tier 3: Toggle OFF + Boosted,Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@biswakalyanrath,826048,4016368,217101,1193,5.41%,26.43%,2025-12-29,https://www.instagram.com/p/DS0JgU3jfn4/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (217,101 likes, ~4,016,368 views) across top creator tier",Vijay Sales versus Biswa Brains Round 2
110,Tier 3: Toggle OFF + Boosted,Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@biswakalyanrath,826048,4016368,217101,1193,5.41%,26.43%,2025-08-06,https://www.instagram.com/p/DNAb27sxMzk/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (217,101 likes, ~4,016,368 views) across top creator tier",Vijay Reels 👍
111,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@lovely_prashanth_jho,388067,3996166,216009,735,5.41%,55.85%,2026-08-12,https://www.instagram.com/p/Db78Plez7lX/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (216,009 likes, ~3,996,166 views) across top creator tier",Independence day sale @sathya.retail!
112,Tier 3: Toggle OFF + Boosted,Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vishnumurugan_,140817,3981792,215232,2157,5.41%,154.38%,2026-08-11,https://www.instagram.com/p/Db5yz3eSD8x/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (215,232 likes, ~3,981,792 views) across top creator tier",Love marriage🤣 part-2 ( Ennalam panna vendi eruku😂) share your friends 👍follow us for more content🙌
113,Tier 3: Toggle OFF + Boosted,Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@anshkhuranaa,420934,3960646,214089,741,5.41%,51.04%,2025-05-31,https://www.instagram.com/p/DKUl3I2vcZq/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (214,089 likes, ~3,960,646 views) across top creator tier",Ye wale challenge mein @vijaysalesofficial ke hassle-free experience ke wajahse Samsung S25 Edge phone papa ke liye le toh paya parr ye traffic ke waj
114,Tier 3: Toggle OFF + Boosted,Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@theblogginghogger,87659,3933710,212633,754,5.41%,243.43%,2026-03-18,https://www.instagram.com/p/DWBGA16DDdn/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (212,633 likes, ~3,933,710 views) across top creator tier","Naya saal, nayi vibe 🔊✨"
115,Tier 3: Toggle OFF + Boosted,Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@harshdeepahujavines,272965,3910419,211374,1785,5.41%,78.09%,2025-12-26,https://www.instagram.com/p/DSuyS4bAZMp/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (211,374 likes, ~3,910,419 views) across top creator tier",Indian Parents while Electronics shopping
116,Tier 3: Toggle OFF + Boosted,Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@harshdeepahujavines,272965,3910419,211374,1785,5.41%,78.09%,2025-12-26,https://www.instagram.com/p/DSuyS4bAZMp/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (211,374 likes, ~3,910,419 views) across top creator tier",Indian Parents while Electronics shopping
117,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@pari_dua,191774,3888145,210170,1620,5.41%,110.44%,2026-05-21,https://www.instagram.com/p/DYmkt_eoV6U/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (210,170 likes, ~3,888,145 views) across top creator tier",Garmiyon main ghar main bass ac aur papa ki commentary chalti hai🌞
118,Tier 3: Toggle OFF + Boosted,Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@thesunshineladki,342562,3806689,205767,1013,5.41%,60.36%,2026-01-07,https://www.instagram.com/p/DTNe493CVNY/,"🚀 Heavily Boosted (Major Brand Campaign): High engagement volume (205,767 likes, ~3,806,689 views) across top creator tier",My 2026 started with this😍
